,year,quarter,state,district,registered_user
13472,2020,Q4,tamil-nadu,ranipet district,229732
13473,2020,Q4,tamil-nadu,namakkal district,280271
13474,2020,Q4,tamil-nadu,vellore district,319993
13475,2020,Q4,tamil-nadu,thiruvarur district,118770
13476,2021,Q1,tamil-nadu,tiruchirappalli district,527667
13477,2021,Q1,tamil-nadu,ramanathapuram district,158933
13478,2021,Q1,tamil-nadu,krishnagiri district,592655
13479,2021,Q1,tamil-nadu,cuddalore district,401780
13480,2021,Q1,tamil-nadu,kancheepuram district,895950
13481,2021,Q1,tamil-nadu,tiruppur district,772074
13482,2021,Q1,tamil-nadu,dharmapuri district,306834
13483,2021,Q1,tamil-nadu,thoothukkudi district,249036
13484,2021,Q1,tamil-nadu,thanjavur district,340874
13485,2021,Q1,tamil-nadu,madurai district,630685
13486,2021,Q1,tamil-nadu,tiruvannamalai district,369304
13487,2021,Q1,tamil-nadu,salem district,693137
13488,2021,Q1,tamil-nadu,nagapattinam district,172162
13489,2021,Q1,tamil-nadu,tirupathur district,242300
13490,2021,Q1,tamil-nadu,ariyalur district,101107
13491,2021,Q1,tamil-nadu,chennai district,1865001
13492,2021,Q1,tamil-nadu,the nilgiris district,132909
13493,2021,Q1,tamil-nadu,erode district,449675
13494,2021,Q1,tamil-nadu,karur district,168402
13495,2021,Q1,tamil-nadu,kallakkurichi district,231208
13496,2021,Q1,tamil-nadu,viluppuram district,287910
13497,2021,Q1,tamil-nadu,pudukkottai district,178074
13498,2021,Q1,tamil-nadu,perambalur district,85113
13499,2021,Q1,tamil-nadu,coimbatore district,1304141
13500,2021,Q1,tamil-nadu,virudhunagar district,262406
13501,2021,Q1,tamil-nadu,dindigul district,334350
13502,2021,Q1,tamil-nadu,sivaganga district,181917
13503,2021,Q1,tamil-nadu,tenkasi district,155104
13504,2021,Q1,tamil-nadu,chengalpattu district,1259678
13505,2021,Q1,tamil-nadu,kanniyakumari district,284941
13506,2021,Q1,tamil-nadu,tirunelveli district,258947
13507,2021,Q1,tamil-nadu,thiruvallur district,1522407
13508,2021,Q1,tamil-nadu,theni district,187104
13509,2021,Q1,tamil-nadu,ranipet district,248923
13510,2021,Q1,tamil-nadu,namakkal district,304004
13511,2021,Q1,tamil-nadu,vellore district,346428
13512,2021,Q1,tamil-nadu,thiruvarur district,129468
13513,2021,Q2,tamil-nadu,tiruchirappalli district,565156
13514,2021,Q2,tamil-nadu,ramanathapuram district,170759
13515,2021,Q2,tamil-nadu,krishnagiri district,635191
13516,2021,Q2,tamil-nadu,cuddalore district,430763
13517,2021,Q2,tamil-nadu,kancheepuram district,957182
13518,2021,Q2,tamil-nadu,tiruppur district,828168
13519,2021,Q2,tamil-nadu,dharmapuri district,329355
13520,2021,Q2,tamil-nadu,thoothukkudi district,267294
13521,2021,Q2,tamil-nadu,thanjavur district,365299
13522,2021,Q2,tamil-nadu,madurai district,675035
13523,2021,Q2,tamil-nadu,tiruvannamalai district,396885
13524,2021,Q2,tamil-nadu,salem district,742566
13525,2021,Q2,tamil-nadu,nagapattinam district,184857
13526,2021,Q2,tamil-nadu,tirupathur district,259721
13527,2021,Q2,tamil-nadu,ariyalur district,108556
13528,2021,Q2,tamil-nadu,chennai district,1988355
13529,2021,Q2,tamil-nadu,the nilgiris district,142446
13530,2021,Q2,tamil-nadu,erode district,482323
13531,2021,Q2,tamil-nadu,karur district,181017
13532,2021,Q2,tamil-nadu,kallakkurichi district,248488
13533,2021,Q2,tamil-nadu,viluppuram district,309150
13534,2021,Q2,tamil-nadu,pudukkottai district,191659
13535,2021,Q2,tamil-nadu,perambalur district,91400
13536,2021,Q2,tamil-nadu,coimbatore district,1393621
13537,2021,Q2,tamil-nadu,virudhunagar district,281847
13538,2021,Q2,tamil-nadu,dindigul district,358919
13539,2021,Q2,tamil-nadu,sivaganga district,195549
13540,2021,Q2,tamil-nadu,tenkasi district,166417
13541,2021,Q2,tamil-nadu,chengalpattu district,1344163
13542,2021,Q2,tamil-nadu,kanniyakumari district,305185
13543,2021,Q2,tamil-nadu,tirunelveli district,277572
13544,2021,Q2,tamil-nadu,thiruvallur district,1626966
13545,2021,Q2,tamil-nadu,theni district,200555
13546,2021,Q2,tamil-nadu,ranipet district,266500
13547,2021,Q2,tamil-nadu,namakkal district,326094
13548,2021,Q2,tamil-nadu,vellore district,370600
13549,2021,Q2,tamil-nadu,thiruvarur district,138929
13550,2021,Q3,tamil-nadu,tiruchirappalli district,607438
13551,2021,Q3,tamil-nadu,ramanathapuram district,184592
13552,2021,Q3,tamil-nadu,krishnagiri district,683549
13553,2021,Q3,tamil-nadu,cuddalore district,463831
13554,2021,Q3,tamil-nadu,kancheepuram district,1025651
13555,2021,Q3,tamil-nadu,tiruppur district,891753
13556,2021,Q3,tamil-nadu,dharmapuri district,355076
13557,2021,Q3,tamil-nadu,thoothukkudi district,288108
13558,2021,Q3,tamil-nadu,thanjavur district,392930
13559,2021,Q3,tamil-nadu,madurai district,725021
13560,2021,Q3,tamil-nadu,tiruvannamalai district,428728
13561,2021,Q3,tamil-nadu,salem district,798213
13562,2021,Q3,tamil-nadu,nagapattinam district,199299
13563,2021,Q3,tamil-nadu,tirupathur district,279522
13564,2021,Q3,tamil-nadu,ariyalur district,117383
13565,2021,Q3,tamil-nadu,chennai district,2124347
13566,2021,Q3,tamil-nadu,the nilgiris district,153030
13567,2021,Q3,tamil-nadu,erode district,519095
13568,2021,Q3,tamil-nadu,karur district,195366
13569,2021,Q3,tamil-nadu,kallakkurichi district,268553
13570,2021,Q3,tamil-nadu,viluppuram district,333349
13571,2021,Q3,tamil-nadu,pudukkottai district,207359
13572,2021,Q3,tamil-nadu,perambalur district,98707
13573,2021,Q3,tamil-nadu,coimbatore district,1494350
13574,2021,Q3,tamil-nadu,virudhunagar district,303934
13575,2021,Q3,tamil-nadu,dindigul district,386724
13576,2021,Q3,tamil-nadu,sivaganga district,211419
13577,2021,Q3,tamil-nadu,tenkasi district,179448
13578,2021,Q3,tamil-nadu,chengalpattu district,1438295
13579,2021,Q3,tamil-nadu,kanniyakumari district,327767
13580,2021,Q3,tamil-nadu,tirunelveli district,298663
13581,2021,Q3,tamil-nadu,thiruvallur district,1744228
13582,2021,Q3,tamil-nadu,theni district,215932
13583,2021,Q3,tamil-nadu,ranipet district,286775
13584,2021,Q3,tamil-nadu,namakkal district,351110
13585,2021,Q3,tamil-nadu,vellore district,397837
13586,2021,Q3,tamil-nadu,thiruvarur district,150058
13587,2021,Q4,tamil-nadu,tiruchirappalli district,649095
13588,2021,Q4,tamil-nadu,ramanathapuram district,197871
13589,2021,Q4,tamil-nadu,krishnagiri district,731018
13590,2021,Q4,tamil-nadu,cuddalore district,496175
13591,2021,Q4,tamil-nadu,kancheepuram district,1094222
13592,2021,Q4,tamil-nadu,tiruppur district,954674
13593,2021,Q4,tamil-nadu,dharmapuri district,380374
13594,2021,Q4,tamil-nadu,thoothukkudi district,308403
13595,2021,Q4,tamil-nadu,thanjavur district,419975
13596,2021,Q4,tamil-nadu,madurai district,774490
13597,2021,Q4,tamil-nadu,tiruvannamalai district,459291
13598,2021,Q4,tamil-nadu,salem district,853064
13599,2021,Q4,tamil-nadu,nagapattinam district,213351
13600,2021,Q4,tamil-nadu,tirupathur district,298708
13601,2021,Q4,tamil-nadu,ariyalur district,125914
13602,2021,Q4,tamil-nadu,chennai district,2261346
13603,2021,Q4,tamil-nadu,the nilgiris district,163376
13604,2021,Q4,tamil-nadu,erode district,555089
13605,2021,Q4,tamil-nadu,karur district,209536
13606,2021,Q4,tamil-nadu,kallakkurichi district,287987
13607,2021,Q4,tamil-nadu,viluppuram district,356755
13608,2021,Q4,tamil-nadu,pudukkottai district,222558
13609,2021,Q4,tamil-nadu,perambalur district,105814
13610,2021,Q4,tamil-nadu,coimbatore district,1594082
13611,2021,Q4,tamil-nadu,virudhunagar district,325642
13612,2021,Q4,tamil-nadu,dindigul district,414158
13613,2021,Q4,tamil-nadu,sivaganga district,226759
13614,2021,Q4,tamil-nadu,tenkasi district,192159
13615,2021,Q4,tamil-nadu,chengalpattu district,1532535
13616,2021,Q4,tamil-nadu,kanniyakumari district,350058
13617,2021,Q4,tamil-nadu,tirunelveli district,319265
13618,2021,Q4,tamil-nadu,thiruvallur district,1860992
13619,2021,Q4,tamil-nadu,theni district,231118
13620,2021,Q4,tamil-nadu,ranipet district,306295
13621,2021,Q4,tamil-nadu,namakkal district,375908
13622,2021,Q4,tamil-nadu,vellore district,424585
13623,2021,Q4,tamil-nadu,thiruvarur district,160500
13624,2022,Q1,tamil-nadu,tiruchirappalli district,688562
13625,2022,Q1,tamil-nadu,ramanathapuram district,210698
13626,2022,Q1,tamil-nadu,krishnagiri district,776101
13627,2022,Q1,tamil-nadu,cuddalore district,527223
13628,2022,Q1,tamil-nadu,kancheepuram district,1158719
13629,2022,Q1,tamil-nadu,tiruppur district,1014036
13630,2022,Q1,tamil-nadu,dharmapuri district,404709
13631,2022,Q1,tamil-nadu,thoothukkudi district,327607
13632,2022,Q1,tamil-nadu,thanjavur district,445883
13633,2022,Q1,tamil-nadu,madurai district,820952
13634,2022,Q1,tamil-nadu,tiruvannamalai district,489026
13635,2022,Q1,tamil-nadu,salem district,905104
13636,2022,Q1,tamil-nadu,nagapattinam district,226781
13637,2022,Q1,tamil-nadu,tirupathur district,317064
13638,2022,Q1,tamil-nadu,ariyalur district,134075
13639,2022,Q1,tamil-nadu,chennai district,2388315
13640,2022,Q1,tamil-nadu,the nilgiris district,173188
13641,2022,Q1,tamil-nadu,erode district,589462
13642,2022,Q1,tamil-nadu,karur district,222853
13643,2022,Q1,tamil-nadu,kallakkurichi district,306623
13644,2022,Q1,tamil-nadu,viluppuram district,379264
13645,2022,Q1,tamil-nadu,pudukkottai district,237115
13646,2022,Q1,tamil-nadu,perambalur district,112667
13647,2022,Q1,tamil-nadu,coimbatore district,1687096
13648,2022,Q1,tamil-nadu,virudhunagar district,346363
13649,2022,Q1,tamil-nadu,dindigul district,440072
13650,2022,Q1,tamil-nadu,sivaganga district,241188
13651,2022,Q1,tamil-nadu,tenkasi district,204182
13652,2022,Q1,tamil-nadu,chengalpattu district,1621177
13653,2022,Q1,tamil-nadu,kanniyakumari district,370820
13654,2022,Q1,tamil-nadu,tirunelveli district,338716
13655,2022,Q1,tamil-nadu,thiruvallur district,1970646
13656,2022,Q1,tamil-nadu,theni district,245438
13657,2022,Q1,tamil-nadu,ranipet district,325358
13658,2022,Q1,tamil-nadu,namakkal district,399282
13659,2022,Q1,tamil-nadu,vellore district,449961
13660,2022,Q1,tamil-nadu,thiruvarur district,170694
13661,2022,Q2,tamil-nadu,tiruchirappalli district,725751
13662,2022,Q2,tamil-nadu,ramanathapuram district,222241
13663,2022,Q2,tamil-nadu,krishnagiri district,818552
13664,2022,Q2,tamil-nadu,cuddalore district,556402
13665,2022,Q2,tamil-nadu,kancheepuram district,1220237
13666,2022,Q2,tamil-nadu,tiruppur district,1070480
13667,2022,Q2,tamil-nadu,dharmapuri district,427150
13668,2022,Q2,tamil-nadu,thoothukkudi district,345560
13669,2022,Q2,tamil-nadu,thanjavur district,470070
13670,2022,Q2,tamil-nadu,madurai district,864806
13671,2022,Q2,tamil-nadu,tiruvannamalai district,516276
13672,2022,Q2,tamil-nadu,salem district,954155
13673,2022,Q2,tamil-nadu,nagapattinam district,239174
13674,2022,Q2,tamil-nadu,tirupathur district,334378
13675,2022,Q2,tamil-nadu,ariyalur district,141760
13676,2022,Q2,tamil-nadu,chennai district,2509588
13677,2022,Q2,tamil-nadu,the nilgiris district,182412
13678,2022,Q2,tamil-nadu,erode district,621587
13679,2022,Q2,tamil-nadu,karur district,235178
13680,2022,Q2,tamil-nadu,kallakkurichi district,324021
13681,2022,Q2,tamil-nadu,viluppuram district,400301
13682,2022,Q2,tamil-nadu,pudukkottai district,250443
13683,2022,Q2,tamil-nadu,perambalur district,118807
13684,2022,Q2,tamil-nadu,coimbatore district,1775760
13685,2022,Q2,tamil-nadu,virudhunagar district,365515
13686,2022,Q2,tamil-nadu,dindigul district,464161
13687,2022,Q2,tamil-nadu,sivaganga district,254519
13688,2022,Q2,tamil-nadu,tenkasi district,215290
13689,2022,Q2,tamil-nadu,chengalpattu district,1704864
13690,2022,Q2,tamil-nadu,kanniyakumari district,390775
13691,2022,Q2,tamil-nadu,tirunelveli district,356993
13692,2022,Q2,tamil-nadu,thiruvallur district,2075274
13693,2022,Q2,tamil-nadu,theni district,258803
13694,2022,Q2,tamil-nadu,ranipet district,343090
13695,2022,Q2,tamil-nadu,namakkal district,421279
13696,2022,Q2,tamil-nadu,vellore district,473994
13697,2022,Q2,tamil-nadu,thiruvarur district,180074
13698,2022,Q3,tamil-nadu,tiruchirappalli district,763327
13699,2022,Q3,tamil-nadu,ramanathapuram district,233402
13700,2022,Q3,tamil-nadu,krishnagiri district,862231
13701,2022,Q3,tamil-nadu,cuddalore district,586020
13702,2022,Q3,tamil-nadu,kancheepuram district,1284243
13703,2022,Q3,tamil-nadu,tiruppur district,1128474
13704,2022,Q3,tamil-nadu,dharmapuri district,450260
13705,2022,Q3,tamil-nadu,thoothukkudi district,363372
13706,2022,Q3,tamil-nadu,thanjavur district,494223
13707,2022,Q3,tamil-nadu,madurai district,910111
13708,2022,Q3,tamil-nadu,tiruvannamalai district,543589
13709,2022,Q3,tamil-nadu,salem district,1005031
13710,2022,Q3,tamil-nadu,nagapattinam district,251603
13711,2022,Q3,tamil-nadu,tirupathur district,352443
13712,2022,Q3,tamil-nadu,ariyalur district,149084
13713,2022,Q3,tamil-nadu,chennai district,2635738
13714,2022,Q3,tamil-nadu,the nilgiris district,191664
13715,2022,Q3,tamil-nadu,erode district,654373
13716,2022,Q3,tamil-nadu,karur district,247251
13717,2022,Q3,tamil-nadu,kallakkurichi district,341416
13718,2022,Q3,tamil-nadu,viluppuram district,421487
13719,2022,Q3,tamil-nadu,pudukkottai district,262926
13720,2022,Q3,tamil-nadu,perambalur district,124952
13721,2022,Q3,tamil-nadu,coimbatore district,1867655
13722,2022,Q3,tamil-nadu,virudhunagar district,384815
13723,2022,Q3,tamil-nadu,dindigul district,488441
13724,2022,Q3,tamil-nadu,sivaganga district,267326
13725,2022,Q3,tamil-nadu,tenkasi district,226380
13726,2022,Q3,tamil-nadu,chengalpattu district,1791530
13727,2022,Q3,tamil-nadu,kanniyakumari district,411655
13728,2022,Q3,tamil-nadu,tirunelveli district,375362
13729,2022,Q3,tamil-nadu,thiruvallur district,2183990
13730,2022,Q3,tamil-nadu,theni district,272745
13731,2022,Q3,tamil-nadu,ranipet district,361284
13732,2022,Q3,tamil-nadu,namakkal district,443273
13733,2022,Q3,tamil-nadu,vellore district,499041
13734,2022,Q3,tamil-nadu,thiruvarur district,189247
13735,2022,Q4,tamil-nadu,tiruchirappalli district,798742
13736,2022,Q4,tamil-nadu,ramanathapuram district,242901
13737,2022,Q4,tamil-nadu,krishnagiri district,902906
13738,2022,Q4,tamil-nadu,cuddalore district,612577
13739,2022,Q4,tamil-nadu,kancheepuram district,1346845
13740,2022,Q4,tamil-nadu,tiruppur district,1183174
13741,2022,Q4,tamil-nadu,dharmapuri district,471109
13742,2022,Q4,tamil-nadu,thoothukkudi district,378714
13743,2022,Q4,tamil-nadu,thanjavur district,515959
13744,2022,Q4,tamil-nadu,madurai district,953739
13745,2022,Q4,tamil-nadu,tiruvannamalai district,567805
13746,2022,Q4,tamil-nadu,salem district,1052099
13747,2022,Q4,tamil-nadu,nagapattinam district,262020
13748,2022,Q4,tamil-nadu,tirupathur district,369186
13749,2022,Q4,tamil-nadu,ariyalur district,155220
13750,2022,Q4,tamil-nadu,chennai district,2763151
13751,2022,Q4,tamil-nadu,the nilgiris district,199839
13752,2022,Q4,tamil-nadu,erode district,684126
13753,2022,Q4,tamil-nadu,karur district,258049
13754,2022,Q4,tamil-nadu,kallakkurichi district,356553
13755,2022,Q4,tamil-nadu,viluppuram district,440319
13756,2022,Q4,tamil-nadu,pudukkottai district,273282
13757,2022,Q4,tamil-nadu,perambalur district,130138
13758,2022,Q4,tamil-nadu,coimbatore district,1955681
13759,2022,Q4,tamil-nadu,virudhunagar district,402140
13760,2022,Q4,tamil-nadu,dindigul district,510056
13761,2022,Q4,tamil-nadu,sivaganga district,278300
13762,2022,Q4,tamil-nadu,tenkasi district,236123
13763,2022,Q4,tamil-nadu,chengalpattu district,1876163
13764,2022,Q4,tamil-nadu,kanniyakumari district,430646
13765,2022,Q4,tamil-nadu,tirunelveli district,391902
13766,2022,Q4,tamil-nadu,thiruvallur district,2290089
13767,2022,Q4,tamil-nadu,theni district,285305
13768,2022,Q4,tamil-nadu,ranipet district,378016
13769,2022,Q4,tamil-nadu,namakkal district,463431
13770,2022,Q4,tamil-nadu,vellore district,522921
13771,2022,Q4,tamil-nadu,thiruvarur district,196886
13772,2023,Q1,tamil-nadu,tiruchirappalli district,834366
13773,2023,Q1,tamil-nadu,ramanathapuram district,253860
13774,2023,Q1,tamil-nadu,krishnagiri district,944553
13775,2023,Q1,tamil-nadu,cuddalore district,640477
13776,2023,Q1,tamil-nadu,kancheepuram district,1408216
13777,2023,Q1,tamil-nadu,tiruppur district,1237941
13778,2023,Q1,tamil-nadu,dharmapuri district,493000
13779,2023,Q1,tamil-nadu,thoothukkudi district,395704
13780,2023,Q1,tamil-nadu,thanjavur district,539170
13781,2023,Q1,tamil-nadu,madurai district,996514
13782,2023,Q1,tamil-nadu,tiruvannamalai district,593924
13783,2023,Q1,tamil-nadu,salem district,1100202
13784,2023,Q1,tamil-nadu,nagapattinam district,273807
13785,2023,Q1,tamil-nadu,tirupathur district,386067
13786,2023,Q1,tamil-nadu,ariyalur district,162294
13787,2023,Q1,tamil-nadu,chennai district,2885933
13788,2023,Q1,tamil-nadu,the nilgiris district,208529
13789,2023,Q1,tamil-nadu,erode district,715174
13790,2023,Q1,tamil-nadu,karur district,269769
13791,2023,Q1,tamil-nadu,kallakkurichi district,373516
13792,2023,Q1,tamil-nadu,viluppuram district,460488
13793,2023,Q1,tamil-nadu,pudukkottai district,285472
13794,2023,Q1,tamil-nadu,perambalur district,135997
13795,2023,Q1,tamil-nadu,coimbatore district,2042019
13796,2023,Q1,tamil-nadu,virudhunagar district,420518
13797,2023,Q1,tamil-nadu,dindigul district,533017
13798,2023,Q1,tamil-nadu,sivaganga district,290846
13799,2023,Q1,tamil-nadu,tenkasi district,246959
13800,2023,Q1,tamil-nadu,chengalpattu district,1959401
13801,2023,Q1,tamil-nadu,kanniyakumari district,449614
13802,2023,Q1,tamil-nadu,tirunelveli district,409319
13803,2023,Q1,tamil-nadu,thiruvallur district,2393917
13804,2023,Q1,tamil-nadu,theni district,298400
13805,2023,Q1,tamil-nadu,ranipet district,395142
13806,2023,Q1,tamil-nadu,namakkal district,484476
13807,2023,Q1,tamil-nadu,vellore district,546340
13808,2023,Q1,tamil-nadu,thiruvarur district,205722
13809,2023,Q2,tamil-nadu,tiruchirappalli district,868289
13810,2023,Q2,tamil-nadu,ramanathapuram district,265163
13811,2023,Q2,tamil-nadu,krishnagiri district,983032
13812,2023,Q2,tamil-nadu,cuddalore district,667331
13813,2023,Q2,tamil-nadu,kancheepuram district,1461910
13814,2023,Q2,tamil-nadu,tiruppur district,1289806
13815,2023,Q2,tamil-nadu,dharmapuri district,514426
13816,2023,Q2,tamil-nadu,thoothukkudi district,412660
13817,2023,Q2,tamil-nadu,thanjavur district,561553
13818,2023,Q2,tamil-nadu,madurai district,1035842
13819,2023,Q2,tamil-nadu,tiruvannamalai district,620344
13820,2023,Q2,tamil-nadu,salem district,1144842
13821,2023,Q2,tamil-nadu,nagapattinam district,285689
13822,2023,Q2,tamil-nadu,tirupathur district,401833
13823,2023,Q2,tamil-nadu,ariyalur district,169724
13824,2023,Q2,tamil-nadu,chennai district,2987502
13825,2023,Q2,tamil-nadu,the nilgiris district,216942
13826,2023,Q2,tamil-nadu,erode district,744174
13827,2023,Q2,tamil-nadu,karur district,281602
13828,2023,Q2,tamil-nadu,kallakkurichi district,390043
13829,2023,Q2,tamil-nadu,viluppuram district,480472
13830,2023,Q2,tamil-nadu,pudukkottai district,298522
13831,2023,Q2,tamil-nadu,perambalur district,141956
13832,2023,Q2,tamil-nadu,coimbatore district,2118883
13833,2023,Q2,tamil-nadu,virudhunagar district,438503
13834,2023,Q2,tamil-nadu,dindigul district,555767
13835,2023,Q2,tamil-nadu,sivaganga district,303622
13836,2023,Q2,tamil-nadu,tenkasi district,257531
13837,2023,Q2,tamil-nadu,chengalpattu district,2031529
13838,2023,Q2,tamil-nadu,kanniyakumari district,467421
13839,2023,Q2,tamil-nadu,tirunelveli district,426271
13840,2023,Q2,tamil-nadu,thiruvallur district,2484893
13841,2023,Q2,tamil-nadu,theni district,310669
13842,2023,Q2,tamil-nadu,ranipet district,411524
13843,2023,Q2,tamil-nadu,namakkal district,504722
13844,2023,Q2,tamil-nadu,vellore district,567827
13845,2023,Q2,tamil-nadu,thiruvarur district,214780
13846,2023,Q3,tamil-nadu,tiruchirappalli district,903048
13847,2023,Q3,tamil-nadu,ramanathapuram district,276496
13848,2023,Q3,tamil-nadu,krishnagiri district,1023066
13849,2023,Q3,tamil-nadu,cuddalore district,694629
13850,2023,Q3,tamil-nadu,kancheepuram district,1519225
13851,2023,Q3,tamil-nadu,tiruppur district,1341973
13852,2023,Q3,tamil-nadu,dharmapuri district,536004
13853,2023,Q3,tamil-nadu,thoothukkudi district,429581
13854,2023,Q3,tamil-nadu,thanjavur district,584027
13855,2023,Q3,tamil-nadu,madurai district,1076620
13856,2023,Q3,tamil-nadu,tiruvannamalai district,646336
13857,2023,Q3,tamil-nadu,salem district,1191010
13858,2023,Q3,tamil-nadu,nagapattinam district,297470
13859,2023,Q3,tamil-nadu,tirupathur district,418336
13860,2023,Q3,tamil-nadu,ariyalur district,177042
13861,2023,Q3,tamil-nadu,chennai district,3098864
13862,2023,Q3,tamil-nadu,the nilgiris district,225442
13863,2023,Q3,tamil-nadu,erode district,774423
13864,2023,Q3,tamil-nadu,karur district,293476
13865,2023,Q3,tamil-nadu,kallakkurichi district,406660
13866,2023,Q3,tamil-nadu,viluppuram district,500205
13867,2023,Q3,tamil-nadu,pudukkottai district,311128
13868,2023,Q3,tamil-nadu,perambalur district,147842
13869,2023,Q3,tamil-nadu,coimbatore district,2200165
13870,2023,Q3,tamil-nadu,virudhunagar district,456735
13871,2023,Q3,tamil-nadu,dindigul district,578419
13872,2023,Q3,tamil-nadu,sivaganga district,316393
13873,2023,Q3,tamil-nadu,tenkasi district,268368
13874,2023,Q3,tamil-nadu,chengalpattu district,2109212
13875,2023,Q3,tamil-nadu,kanniyakumari district,486333
13876,2023,Q3,tamil-nadu,tirunelveli district,443436
13877,2023,Q3,tamil-nadu,thiruvallur district,2582607
13878,2023,Q3,tamil-nadu,theni district,323339
13879,2023,Q3,tamil-nadu,ranipet district,428318
13880,2023,Q3,tamil-nadu,namakkal district,525316
13881,2023,Q3,tamil-nadu,vellore district,590387
13882,2023,Q3,tamil-nadu,thiruvarur district,223505
13883,2023,Q4,tamil-nadu,tiruchirappalli district,936873
13884,2023,Q4,tamil-nadu,ramanathapuram district,287153
13885,2023,Q4,tamil-nadu,krishnagiri district,1060928
13886,2023,Q4,tamil-nadu,cuddalore district,721298
13887,2023,Q4,tamil-nadu,kancheepuram district,1574315
13888,2023,Q4,tamil-nadu,tiruppur district,1392956
13889,2023,Q4,tamil-nadu,dharmapuri district,556942
13890,2023,Q4,tamil-nadu,thoothukkudi district,445578
13891,2023,Q4,tamil-nadu,thanjavur district,606231
13892,2023,Q4,tamil-nadu,madurai district,1115928
13893,2023,Q4,tamil-nadu,tiruvannamalai district,671642
13894,2023,Q4,tamil-nadu,salem district,1236133
13895,2023,Q4,tamil-nadu,nagapattinam district,308925
13896,2023,Q4,tamil-nadu,tirupathur district,434375
13897,2023,Q4,tamil-nadu,ariyalur district,184213
13898,2023,Q4,tamil-nadu,chennai district,3205005
13899,2023,Q4,tamil-nadu,the nilgiris district,233481
13900,2023,Q4,tamil-nadu,erode district,803289
13901,2023,Q4,tamil-nadu,karur district,304694
13902,2023,Q4,tamil-nadu,kallakkurichi district,422808
13903,2023,Q4,tamil-nadu,viluppuram district,519703
13904,2023,Q4,tamil-nadu,pudukkottai district,323405
13905,2023,Q4,tamil-nadu,perambalur district,153771
13906,2023,Q4,tamil-nadu,coimbatore district,2277873
13907,2023,Q4,tamil-nadu,virudhunagar district,474261
13908,2023,Q4,tamil-nadu,dindigul district,600361
13909,2023,Q4,tamil-nadu,sivaganga district,328648
13910,2023,Q4,tamil-nadu,tenkasi district,278708
13911,2023,Q4,tamil-nadu,chengalpattu district,2183205
13912,2023,Q4,tamil-nadu,kanniyakumari district,503758
13913,2023,Q4,tamil-nadu,tirunelveli district,460086
13914,2023,Q4,tamil-nadu,thiruvallur district,2676065
13915,2023,Q4,tamil-nadu,theni district,335644
13916,2023,Q4,tamil-nadu,ranipet district,444735
13917,2023,Q4,tamil-nadu,namakkal district,545494
13918,2023,Q4,tamil-nadu,vellore district,612296
13919,2023,Q4,tamil-nadu,thiruvarur district,232021
13920,2018,Q1,telangana,narayanpet district,13945
13921,2018,Q1,telangana,nalgonda district,84459
13922,2018,Q1,telangana,jangaon district,30373
13923,2018,Q1,telangana,bhadradri kothagudem district,57366
13924,2018,Q1,telangana,warangal rural district,36701
13925,2018,Q1,telangana,kumuram bheem asifabad district,13448
13926,2018,Q1,telangana,nizamabad district,77516
13927,2018,Q1,telangana,adilabad district,20180
13928,2018,Q1,telangana,rajanna sircilla district,32891
13929,2018,Q1,telangana,nagarkurnool district,32570
13930,2018,Q1,telangana,peddapalle district,67418
13931,2018,Q1,telangana,nirmal district,25519
13932,2018,Q1,telangana,mahabubabad district,32847
13933,2018,Q1,telangana,sangareddy district,142807
13934,2018,Q1,telangana,wanaparthy district,20785
13935,2018,Q1,telangana,vikarabad district,29719
13936,2018,Q1,telangana,jagtial district,51382
13937,2018,Q1,telangana,yadadri bhuvanagiri district,45267
13938,2018,Q1,telangana,medak district,29694
13939,2018,Q1,telangana,mahbubnagar district,45445
13940,2018,Q1,telangana,jaya shankar bhalupally district,21824
13941,2018,Q1,telangana,warangal urban district,133840
13942,2018,Q1,telangana,rangareddy district,635175
13943,2018,Q1,telangana,hyderabad district,655175
13944,2018,Q1,telangana,suryapet district,52906
13945,2018,Q1,telangana,jogulamba gadwal district,21686
13946,2018,Q1,telangana,kamareddy district,38028
13947,2018,Q1,telangana,mulugu district,10977
13948,2018,Q1,telangana,medchal malkajgiri district,549429
13949,2018,Q1,telangana,karimnagar district,100028
13950,2018,Q1,telangana,mancherial district,59684
13951,2018,Q1,telangana,siddipet district,61535
13952,2018,Q1,telangana,khammam district,84941
13953,2018,Q2,telangana,narayanpet district,19241
13954,2018,Q2,telangana,nalgonda district,110668
13955,2018,Q2,telangana,jangaon district,39257
13956,2018,Q2,telangana,bhadradri kothagudem district,76720
13957,2018,Q2,telangana,warangal rural district,47143
13958,2018,Q2,telangana,kumuram bheem asifabad district,18419
13959,2018,Q2,telangana,nizamabad district,100652
13960,2018,Q2,telangana,adilabad district,27059
13961,2018,Q2,telangana,rajanna sircilla district,41914
13962,2018,Q2,telangana,nagarkurnool district,44394
13963,2018,Q2,telangana,peddapalle district,86033
13964,2018,Q2,telangana,nirmal district,33477
13965,2018,Q2,telangana,mahabubabad district,42930
13966,2018,Q2,telangana,sangareddy district,182673
13967,2018,Q2,telangana,wanaparthy district,28072
13968,2018,Q2,telangana,vikarabad district,39810
13969,2018,Q2,telangana,jagtial district,64462
13970,2018,Q2,telangana,yadadri bhuvanagiri district,58409
13971,2018,Q2,telangana,medak district,38843
13972,2018,Q2,telangana,mahbubnagar district,60718
